,0_Clim_Prescott_LindaGregory.tif,0_U_15v1.tif,0_U_TH_15.tif,0_dem_foc2.tif,0_er_depg.tif,0_gg_clip.tif,0_k_15v5.tif,0_tpi_300.tif,X,Y,target,prediction
19,0.11782652139663695,1.3387023210525513,0.09708750247955322,484.5780944824219,2.0,0.03183265030384064,0.6283524036407471,-0.3328390717506409,121.46231999999999,-27.4484,370.95,677.54444683685
20,0.11783023923635486,1.6841795444488523,0.11979876458644867,484.2900390625,2.0,0.03313549980521202,0.5853078961372375,-0.10144160687923433,121.4603,-27.44837,593.52,516.9226014406952
21,0.11719142645597458,0.5183802247047424,0.06008274853229523,480.2750244140625,2.0,-0.012788054533302784,0.7277933359146118,-0.389228492975235,121.39262,-27.43903,296.76,2258.7809815349656
22,0.11793064326047895,1.085712194442749,0.14813566207885742,482.26458740234375,2.0,-0.0019536081235855818,1.0274232625961304,-0.24840524792671204,121.41753,-27.434590000000004,816.09,636.3974663776701
23,0.1184232234954834,1.8041272163391116,0.10356932133436204,491.5698852539063,2.0,0.03054135292768478,0.4944545328617096,0.4100799858570099,121.49258,-27.42646,148.38,547.6506070512485
24,0.11841724812984468,0.6791257262229919,0.060009405016899116,483.96087646484375,2.0,-0.02820320427417755,1.198869705200195,-0.2365960329771042,121.40275,-27.41224,296.76,568.4639962457242
25,0.11834798008203505,0.6676729917526245,0.0742519274353981,483.4270935058594,2.0,-0.030117239803075787,0.8859800696372986,-0.0130463233217597,121.38893999999999,-27.405009999999997,222.57,625.0363970976481
26,0.11825697124004365,1.6639562845230105,0.10061419755220412,495.76593017578125,2.0,-0.01017895620316267,0.6542679071426392,-0.0701526328921318,121.49485,-27.403090000000002,593.52,625.2977074908864
27,0.11980883777141572,1.7748892307281494,0.1941228657960892,488.9694519042969,2.0,0.01671641506254673,0.5609849691390991,0.0010226024314761162,121.43853999999999,-27.40217,741.9,608.8779091719235
28,0.12277085334062575,0.10844088345766068,0.01223818212747574,491.866943359375,2.0,0.03254440426826477,0.521748960018158,0.9793509244918824,121.46143000000001,-27.40142,445.14,2873.84891771989
29,0.11894894391298295,0.9700679779052734,0.10970751941204072,487.85205078125,1.0,-0.02506165392696857,0.7636836171150208,-0.6320072412490845,121.41373999999999,-27.38648,2225.7,711.5697935389121
30,0.11948616802692412,1.290554404258728,0.07714507728815079,498.5459289550781,2.0,-0.016037946566939354,0.815509557723999,0.056170128285884864,121.48305,-27.37789,593.52,438.08445256726264
31,0.11886907368898393,1.0053027868270874,0.12014727294445038,483.4683532714844,2.0,-0.04419700801372528,1.045025110244751,0.11573600023984908,121.36084,-27.36085,370.95,761.148866063692
32,0.11941971629858016,0.6683595776557922,0.05889627709984779,496.0611572265625,2.0,0.049499288201332085,0.6255280375480652,-0.17367735505104065,121.44004,-27.3593,816.09,447.79425892645827
33,0.12006611377000807,0.6601963639259338,0.07634053379297256,504.77764892578125,2.0,-0.007846138440072536,0.6818325519561768,0.19933153688907626,121.49623000000001,-27.357840000000003,222.57,600.6555017299731
34,0.11936771124601366,1.5650479793548584,0.10822651535272597,497.480224609375,2.0,0.0695207491517067,0.9193822145462036,0.04356837645173073,121.4342,-27.34843,519.33,557.0811223424442
